timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
18632,0.06,-1.72,-0.12,20.4,25.0,-87.8
18691,0.16,-1.70,0.16,-5.1,24.5,-69.0
18692,0.22,-1.46,0.23,-35.6,31.1,-58.5
18693,0.29,-1.40,-0.07,-38.9,31.7,-55.2
18720,0.35,-1.59,-0.18,-6.4,21.5,-39.6
18751,0.38,-1.61,0.09,3.8,17.8,-31.6
18751,0.41,-1.37,0.43,8.1,21.4,-14.8
18781,0.47,-1.36,0.22,0.1,26.1,-13.7
18839,0.49,-1.51,-0.23,-24.0,27.5,-9.8
18840,0.44,-1.14,-0.37,8.1,9.9,4.2
18841,0.42,-0.87,-0.24,95.1,-0.2,2.6
18870,0.39,-1.13,-0.21,149.7,-4.7,-0.1
18900,0.30,-1.26,-0.30,128.2,-8.9,3.3
18900,0.18,-0.92,-0.28,120.2,-11.7,1.9
18930,0.08,-0.86,-0.29,149.2,-13.2,-5.1
18960,-0.15,-1.51,-0.78,166.8,-13.5,-7.4
18960,-0.20,-1.50,-0.95,155.7,-21.6,-1.7
18991,-0.20,-1.71,-1.51,191.3,-33.1,4.1
18991,-0.28,-1.79,-1.70,217.7,-56.0,15.1
19020,-0.67,-2.08,-1.36,238.0,-132.6,31.7
19050,-1.18,-1.49,0.17,303.4,-133.4,38.1
19081,-1.27,-0.89,-0.39,418.7,-122.6,17.2
19081,-1.15,-0.80,-2.05,491.6,-138.9,-1.5
19111,-1.49,-0.92,-2.27,934.7,-205.1,-70.5
19111,-2.67,-1.06,-3.15,1156.0,-210.8,-98.0
19140,-2.66,-1.91,-2.64,1457.0,-168.6,-164.1
19170,-2.07,-2.02,-3.77,1260.1,-40.2,-186.2
19171,-1.60,2.45,-4.00,305.7,-115.7,-213.6
19231,-2.07,4.00,-4.00,238.4,-180.0,-274.3
19231,-3.78,2.86,-1.11,658.9,-191.3,-499.6
19233,-4.00,1.04,3.21,579.0,-117.2,-536.7
19290,-4.00,-0.86,2.23,-19.1,98.2,-688.0
19292,-3.81,-4.00,-0.05,-108.9,73.4,-529.8
19321,-3.88,-4.00,-0.62,2.0,54.8,-421.1
19321,-1.72,-3.93,-3.61,72.2,60.6,-323.3
19379,0.17,-4.00,-1.84,-137.2,-48.2,-175.0
19380,0.39,-4.00,2.68,-151.2,-89.3,-123.8
19381,0.32,-4.00,1.36,-0.3,6.6,-81.8
19410,0.54,-3.97,-1.73,51.0,16.8,90.2
19410,0.66,-3.38,-2.23,15.3,-6.8,126.3
19440,1.10,0.20,-2.26,-17.8,-49.1,104.1
19471,1.19,1.69,-0.94,15.3,-79.5,27.3
19472,0.85,0.24,0.88,15.1,-61.0,-10.4
19500,0.82,-0.88,1.22,-2.3,-17.0,-7.1
19530,0.91,-0.98,-0.03,-36.2,-2.7,5.5
19530,0.79,-0.35,-0.86,-28.1,-21.9,5.8
19560,0.68,-0.15,-0.39,1.9,-39.8,-7.8
19590,0.41,-0.73,0.94,-12.3,-18.4,-12.9
19620,0.36,-0.72,0.95,-13.2,-4.4,-12.6
19620,0.44,-1.04,0.06,15.3,13.9,-12.9
19651,0.49,-1.25,-0.23,31.0,14.3,-3.8
19651,0.57,-1.09,-0.56,12.9,4.3,9.9
19680,0.57,-0.48,-0.25,17.6,-5.3,10.2
19741,0.50,-0.34,0.29,28.3,5.3,4.2
19743,0.54,-0.33,0.11,24.3,21.7,-3.2
19743,0.58,-0.66,-0.66,26.4,22.3,-7.6
19801,0.54,-1.08,-1.14,21.1,3.4,1.2
19802,0.47,-0.96,-0.81,-7.3,-10.4,11.3
19803,0.53,-0.23,-0.65,-18.9,-14.7,4.6
19830,0.59,-0.13,-0.51,11.4,-20.2,-14.1
19888,0.47,-0.71,-0.01,11.0,-12.8,-21.3
19890,0.35,-0.97,-0.14,-12.3,2.0,-18.2
19891,0.35,-0.95,-0.81,-13.8,-0.2,-17.3
19920,0.41,-1.05,-0.80,-0.9,-14.3,-15.4
19920,0.34,-1.13,-0.14,1.3,-14.3,-14.6
19950,0.19,-1.33,0.14,2.9,1.2,-12.2
20009,0.16,-1.64,-0.21,3.4,11.0,-1.2
20010,0.25,-1.59,-0.55,5.4,7.8,14.0
20012,0.32,-1.20,-0.57,10.9,1.8,24.4
20012,0.33,-0.68,-0.31,14.9,1.3,25.1
20040,0.39,-0.29,-0.18,12.2,9.1,16.9
20071,0.45,-0.18,-0.40,8.2,13.0,10.3
20072,0.49,-0.48,-0.71,5.4,14.0,-2.2
20100,0.48,-0.79,-0.71,1.5,6.9,-5.7
20131,0.46,-0.63,-0.61,-3.9,1.8,-3.1
20131,0.45,-0.60,-0.53,7.3,-0.9,-8.5
20160,0.40,-0.73,-0.51,-3.2,-2.0,-11.8
20191,0.33,-0.90,-0.44,-9.3,-2.9,-12.7
20191,0.30,-1.11,-0.42,-9.7,-1.6,-11.5
20220,0.29,-1.23,-0.56,-9.4,-1.0,-6.7
20251,0.26,-1.12,-0.40,-9.8,-6.3,1.4
20251,0.30,-0.80,-0.20,-6.5,-2.3,6.8
20281,0.35,-0.68,-0.22,-4.6,0.6,4.8
20311,0.45,-0.70,-0.47,-4.6,2.7,-0.5
20311,0.43,-0.82,-0.47,-11.7,-0.4,-1.8
20403,0.44,-0.64,-0.23,-24.0,-3.5,0.1
20403,0.52,-0.61,-0.15,-23.7,4.1,-6.5
20403,0.58,-0.78,-0.37,-32.2,5.2,-9.0
20403,0.53,-0.86,-0.36,-56.3,2.8,-9.0
20459,0.48,-0.83,-0.35,-73.0,4.6,-11.8
20460,0.33,-1.02,-0.48,-93.6,0.7,-17.6
20461,0.14,-1.48,-0.30,-133.4,-4.6,-16.7
20490,0.07,-1.79,0.10,-149.6,-5.4,-14.8
20549,-0.14,-2.19,0.44,-247.1,2.5,-9.2
20551,-0.49,-2.92,0.78,-314.0,6.5,-2.9
20552,-0.65,-2.31,1.22,-468.0,35.8,30.5
20552,-0.55,-2.21,1.05,-511.6,57.9,38.8
20580,-0.22,-1.63,1.36,-571.4,82.8,40.7
20610,0.05,-1.29,0.81,-583.3,106.9,15.9
20640,0.40,-2.21,0.55,-637.9,90.7,31.1
20671,0.42,-1.46,1.03,-648.5,95.6,36.4
20671,0.51,0.16,1.21,-559.2,121.0,-15.0
20700,1.08,-0.93,0.48,-509.1,113.9,-20.8
20731,1.56,0.09,0.26,-441.9,89.7,-12.1
20731,1.53,1.01,0.43,-362.1,70.0,-43.5
20820,1.55,0.09,1.06,-415.8,59.2,-55.1
20822,1.02,1.09,1.24,-473.9,75.5,-58.6
20822,1.07,1.39,0.90,-482.8,79.6,-84.4
20824,1.19,1.19,0.07,-535.7,57.3,-115.2
20851,1.06,1.42,0.28,-489.4,20.8,-132.0
20852,0.65,2.05,0.90,-214.5,-0.2,-149.0
20880,0.25,1.16,1.54,-28.8,11.2,-175.0
20926,0.15,0.82,0.94,-186.8,26.9,-189.6
20940,0.18,0.85,0.36,-275.5,10.3,-199.7
20941,0.19,0.82,0.56,-220.0,-8.4,-201.9
20972,0.13,0.67,0.83,-119.5,-15.9,-200.0
21000,-0.15,0.84,0.99,-51.6,-12.0,-202.9
21001,-0.44,0.79,1.00,-38.1,-3.8,-214.6
21031,-0.51,0.43,0.89,-61.4,6.6,-225.2
21061,-0.48,0.04,0.51,-67.3,9.5,-224.6
21062,-0.53,-0.24,0.19,-70.6,3.0,-221.1
21090,-0.44,-0.49,0.12,-58.8,-10.1,-212.3
21120,-0.45,-0.39,0.48,-15.0,-13.0,-203.4
21150,-0.52,-0.56,0.22,31.8,-4.0,-201.0
21150,-0.56,-0.87,-0.04,53.8,-3.6,-195.1
21181,-0.57,-1.12,0.17,45.9,-7.8,-184.1
21181,-0.53,-1.07,0.26,13.2,-5.1,-170.7
21210,-0.52,-0.96,0.25,-2.8,-2.1,-161.8
21240,-0.52,-1.02,0.09,0.4,-1.3,-158.0
21270,-0.51,-1.40,-0.10,-4.5,-6.2,-147.0
21301,-0.42,-1.38,0.14,-6.0,-11.7,-128.7
21301,-0.38,-1.26,0.25,10.4,-9.5,-115.7
21330,-0.30,-1.31,0.34,20.4,-2.3,-107.8
21330,-0.23,-1.50,0.23,20.7,4.2,-97.0
21360,-0.08,-1.83,0.08,12.2,5.1,-81.1
21391,-0.02,-1.76,0.11,8.5,4.4,-62.0
21391,0.00,-1.55,0.22,20.1,6.2,-49.8
21450,0.06,-1.63,0.22,24.6,9.0,-44.1
21450,0.25,-2.03,0.24,1.3,9.2,-33.3
21451,0.30,-2.08,0.28,-11.0,9.2,-14.5
21480,0.19,-1.74,0.23,0.4,9.8,-0.5
21482,0.16,-1.49,0.06,-3.5,7.3,4.2
21510,0.17,-1.45,0.08,-27.2,1.8,7.1
21540,0.17,-1.33,0.24,-31.6,0.4,10.1
21571,0.16,-1.10,0.26,2.1,1.5,17.5
21571,0.20,-1.09,0.13,7.1,-0.6,17.9
21600,0.25,-1.16,0.18,-16.6,-4.8,21.4
21631,0.30,-0.92,0.33,-19.7,-4.6,25.1
21631,0.34,-0.67,0.35,-1.7,-1.9,23.2
21661,0.37,-0.70,0.20,2.1,-2.0,17.5
21661,0.41,-0.83,0.14,-3.5,-3.8,15.6
21691,0.46,-0.84,0.22,-11.3,-7.6,14.6
21749,0.48,-0.74,0.23,-6.0,-9.0,14.7
21750,0.47,-0.60,0.22,2.9,-10.9,11.7
21753,0.47,-0.57,0.24,16.2,-13.2,4.8
21780,0.50,-0.85,0.29,27.0,-12.9,0.2
21781,0.50,-0.88,0.24,24.2,-12.0,0.3
21841,0.48,-0.92,0.31,12.8,-13.5,2.1
21841,0.48,-0.89,0.47,-28.7,-8.6,-0.3
21870,0.54,-1.03,0.42,-22.7,-1.8,-0.7
21870,0.49,-1.28,0.14,18.0,-3.7,6.7
21901,0.45,-1.37,0.26,7.4,-6.7,17.4
21930,0.45,-1.22,0.55,-70.4,0.4,18.4
21931,0.44,-1.15,0.44,-103.7,8.2,19.0
21971,0.41,-1.16,0.23,-72.4,8.1,22.0
21991,0.32,-1.14,0.26,13.7,3.6,32.8
21991,0.26,-0.73,0.44,30.1,1.1,34.5
22020,0.26,-0.52,0.32,53.3,2.6,22.3
22050,0.12,-0.83,0.11,102.2,-2.2,15.3
22051,-0.25,-0.89,-0.14,163.5,-11.5,13.2
22080,-0.32,-1.07,-0.22,205.1,-17.4,5.9
22111,-0.43,-1.93,-0.48,140.0,-25.8,2.7
22111,-0.60,-2.23,-0.56,148.4,-34.4,18.9
22140,-0.70,-2.53,-1.75,273.9,-59.6,48.0
22171,-1.19,-1.29,-0.54,286.2,-133.1,73.7
22201,-1.77,-0.43,0.84,276.3,-135.9,54.4
22201,-1.97,-2.51,-0.85,463.4,-123.2,20.6
22230,-1.74,-2.54,-2.53,511.9,-150.3,33.7
22230,-2.19,-1.88,-2.70,688.4,-228.1,23.2
22260,-2.91,-2.48,-2.74,920.8,-293.7,-22.8
22290,-3.16,-1.38,-2.98,1161.1,-305.8,-67.4
22349,-3.18,-0.41,-3.82,1371.3,-277.9,-163.3
22351,-4.00,2.59,-3.61,1039.2,-275.9,-323.2
22352,-4.00,3.59,-3.10,594.8,-240.2,-479.1
22352,-3.99,3.44,-1.20,608.3,-172.6,-636.1
22380,-4.00,-0.59,-0.03,290.7,-44.4,-707.6
22411,-4.00,-1.43,-1.27,-209.5,-56.5,-772.3
22439,-4.00,-3.85,-1.81,-113.9,-155.2,-735.0
22440,-4.00,-4.00,0.81,-90.5,-214.3,-461.7
22470,-3.51,-3.96,4.00,-163.8,-155.9,-279.5
22500,-1.24,-3.99,4.00,-64.1,-21.9,-210.0
22500,0.43,-4.00,1.15,4.6,5.2,-89.4
22530,0.53,-3.95,0.60,17.9,-50.4,43.6
22561,0.66,-3.60,1.50,25.0,-38.8,74.5
22561,1.10,-2.18,0.81,30.6,1.2,51.8
22590,0.96,-2.11,0.47,29.4,7.5,54.7
22621,0.74,-1.04,0.66,26.5,12.4,78.4
22621,0.77,0.03,0.39,6.8,32.7,76.4
22651,0.82,0.78,-1.46,6.3,10.7,12.5
22681,0.63,0.14,-0.98,-5.3,-17.6,-5.7
22681,0.44,-0.13,0.12,2.6,-14.3,-17.1
22741,0.35,-0.72,0.01,5.6,0.5,-24.5
22741,0.27,-1.38,-0.62,-8.0,-5.7,-16.4
22770,0.25,-1.36,-0.55,-2.6,-20.9,-1.2
22772,0.16,-1.12,0.12,23.2,-19.5,3.7
22801,0.14,-1.17,0.00,19.1,-6.4,4.2
22801,0.16,-1.30,-0.45,-2.0,-14.5,8.6
22891,0.18,-1.07,-0.02,-4.3,-21.8,13.3
22919,0.24,-0.98,0.50,10.0,-6.5,12.4
22920,0.26,-0.96,0.07,14.9,5.8,12.0
22922,0.25,-0.50,-0.36,6.7,-3.1,12.8
22923,0.31,-0.14,-0.25,10.3,-3.5,7.4
22950,0.28,-0.36,-0.31,19.2,-1.4,-15.6
22981,0.18,-0.86,-0.25,11.4,-2.6,-19.2
22981,0.13,-1.12,0.02,-5.7,0.2,-16.1
23016,0.19,-1.28,-0.01,-0.7,3.4,-13.9
23041,0.21,-1.38,-0.08,10.4,7.6,-7.0
23041,0.20,-1.31,-0.14,10.0,9.2,1.7
23071,0.18,-0.90,-0.15,10.8,9.4,5.1
23100,0.21,-0.88,-0.26,10.6,14.2,0.2
23131,0.30,-1.01,-0.55,6.9,9.8,2.3
23131,0.34,-0.85,-0.51,2.5,1.5,5.1
23161,0.31,-0.62,-0.23,0.6,1.3,0.3
23161,0.29,-0.67,-0.25,0.9,4.6,-7.4
23190,0.28,-1.00,-0.39,0.2,3.9,-8.9
23221,0.27,-1.04,-0.32,-3.4,-0.4,-5.0
23251,0.26,-0.97,-0.15,-7.2,-2.1,-2.4
23251,0.29,-0.98,-0.20,-7.1,1.2,-2.6
23281,0.33,-1.07,-0.29,-6.8,0.9,-0.8
23281,0.34,-1.08,-0.28,-11.6,-0.1,0.7
23310,0.35,-0.99,-0.12,-43.2,0.2,1.6
23341,0.34,-0.99,-0.09,-54.0,2.2,-1.0
23341,0.36,-1.19,-0.13,-71.6,5.2,-6.3
23371,0.34,-1.76,-0.21,-113.8,4.8,-1.9
23400,0.27,-2.18,-0.18,-182.6,2.8,10.0
23430,0.06,-2.34,-0.11,-270.0,-4.8,20.4
23430,-0.31,-3.32,1.35,-369.0,-6.2,27.0
23460,-0.48,-3.50,2.06,-511.8,22.0,55.0
23461,-0.54,-3.01,1.97,-659.7,69.8,84.8
23490,-0.40,-1.56,0.70,-732.0,96.9,87.5
23538,-0.12,0.09,-0.14,-648.6,74.3,61.0
23538,-0.09,0.05,0.78,-528.0,60.8,36.6
23550,0.08,-0.15,1.25,-561.3,83.2,24.8
23580,0.36,0.17,0.06,-621.0,94.2,9.9
23611,0.78,1.16,-1.00,-554.4,63.8,-15.8
23611,1.19,1.49,-0.40,-314.4,6.9,-62.2
23641,0.57,0.00,3.02,-200.6,17.8,-61.8
23641,0.51,0.60,2.91,-227.0,96.6,-64.0
23671,0.42,1.16,0.55,-262.3,89.2,-82.7
23701,0.48,2.14,1.24,-219.5,63.3,-90.4
23701,0.46,0.80,2.83,-6.5,57.1,-118.3
23761,0.47,-0.18,2.96,32.8,104.0,-111.7
23789,0.36,0.60,2.03,-210.6,141.8,-104.2
23791,0.22,0.84,0.85,-546.8,137.1,-168.6
23791,0.22,1.12,0.51,-527.2,95.9,-199.4
23821,0.13,0.81,0.78,-375.1,64.8,-210.0
23821,0.02,1.01,0.50,-220.6,47.1,-215.7
23850,-0.16,0.70,0.37,-143.8,34.0,-222.1
23940,-0.27,0.16,0.98,-16.8,20.7,-222.4
23941,-0.28,0.40,0.90,32.3,39.2,-215.8
23942,-0.30,0.25,0.57,3.8,53.8,-228.6
23971,-0.34,-0.80,0.22,-72.8,49.3,-231.4
23971,-0.16,-0.63,0.37,-81.1,33.0,-203.6
24000,-0.29,-0.57,0.41,-39.2,35.6,-204.0
24030,-0.37,-0.96,0.11,-12.4,37.8,-199.5
24031,-0.30,-1.35,-0.10,-7.9,35.6,-193.5
24089,-0.27,-1.57,-0.09,-51.2,26.4,-166.4
24090,-0.17,-1.31,-0.01,-72.0,23.3,-156.7
24092,-0.20,-1.02,0.07,-89.4,16.9,-143.2
24120,-0.24,-1.18,0.18,-72.1,13.1,-134.7
24151,-0.23,-1.38,0.03,-55.5,12.0,-109.7
24151,-0.23,-1.09,-0.06,-55.9,8.9,-100.8
24180,-0.20,-0.96,0.16,-18.3,1.9,-87.3
24211,-0.15,-1.44,0.27,-11.3,8.6,-74.0
24211,-0.11,-1.51,-0.01,-24.3,10.1,-62.9
24241,-0.08,-1.06,0.01,-46.8,4.0,-39.1
24241,-0.07,-0.96,0.15,-41.4,4.7,-36.5
24270,-0.04,-1.11,0.27,-30.1,12.8,-30.0
24301,0.03,-1.23,-0.09,-10.2,14.7,-18.0
24301,0.23,-1.04,-0.22,27.4,5.3,-9.2
24331,0.37,-1.01,0.25,42.9,4.6,-7.2
24361,0.59,-1.06,0.40,31.0,15.0,-8.5
24361,0.79,-1.25,0.08,14.0,17.2,-9.2
24390,0.85,-1.27,-0.01,10.7,10.0,-7.4
24421,0.96,-1.17,0.23,26.7,8.0,-9.2
24421,1.07,-1.25,0.31,29.9,12.5,-14.8
24481,0.96,-1.45,0.14,21.5,17.3,-15.1
24481,0.69,-1.32,-0.36,28.2,12.3,-10.3
24483,0.61,-1.25,-0.40,13.5,2.4,-8.1
24510,0.51,-1.03,-0.19,-14.1,-5.7,-9.3
24540,0.41,-1.04,-0.13,21.1,-11.2,-5.6
24583,0.34,-0.99,-0.08,40.0,-15.7,2.1
24600,0.34,-0.82,0.20,-2.9,-15.6,0.6
24629,0.30,-0.92,0.33,-43.9,-6.8,-1.8
24630,0.30,-0.86,0.04,14.3,-2.8,11.7
24661,0.32,-0.65,0.06,33.8,-7.4,13.2
24661,0.39,-0.65,0.31,4.4,-3.8,6.2
24690,0.43,-0.91,0.19,20.6,-0.5,6.5
24721,0.38,-0.89,0.09,73.2,-3.8,14.6
24749,0.38,-0.67,0.36,82.0,-1.2,6.7
24750,0.48,-0.99,0.19,49.1,7.8,-7.0
24781,0.41,-1.54,-0.30,83.7,1.3,-0.9
24781,0.18,-1.57,-0.25,139.1,-9.4,14.8
24810,0.01,-1.11,0.22,123.5,-2.5,10.6
24840,0.05,-1.37,-0.23,109.3,10.7,-3.8
24841,0.15,-2.33,-1.46,133.5,-4.0,10.4
24870,0.06,-2.16,-2.02,195.4,-44.9,37.2
24900,-0.04,-1.64,-1.91,259.0,-86.7,44.9
24930,-0.40,-1.29,-0.89,318.4,-122.8,40.4
24932,-0.63,-1.47,-0.10,353.9,-126.3,35.9
24991,-0.89,-0.76,0.06,433.5,-134.5,17.0
24991,-1.19,-1.36,-0.40,617.1,-134.8,-8.3
24992,-1.22,-0.98,-1.30,754.5,-160.5,-23.6
25020,-1.13,-0.46,-1.33,984.0,-167.5,-62.7
25050,-2.10,-0.54,-2.51,1217.5,-153.0,-125.9
25052,-2.40,-1.30,-2.30,1165.4,-97.0,-171.6
25080,-2.68,2.17,-3.74,689.9,-54.9,-160.0
25082,-3.26,4.00,-3.42,283.0,-101.6,-255.2
25110,-4.00,4.00,-2.13,282.5,-108.9,-388.4
25140,-4.00,3.91,-2.80,426.0,-109.4,-474.8
25171,-3.98,3.99,-1.75,369.7,-112.4,-578.2
25173,-4.00,3.97,1.17,17.2,-70.7,-733.3
25230,-4.00,0.98,0.92,-140.1,-53.1,-886.0
25231,-4.00,-4.00,-0.13,-94.1,-75.4,-900.2
25260,-4.00,-4.00,1.32,-124.8,-127.8,-572.1
25261,-4.00,-3.90,3.53,-125.7,-114.8,-344.7
25291,-2.87,-4.00,4.00,-56.8,5.2,-228.1
25292,-0.35,-4.00,1.47,-7.6,68.6,-68.4
25320,0.27,-3.89,-1.41,35.6,3.1,120.2
25351,0.19,-3.07,0.05,80.5,-47.8,183.8
25351,0.72,0.17,2.57,60.9,6.6,116.6
25381,1.11,1.24,1.47,11.3,70.4,43.3
25411,1.21,0.27,-1.04,33.7,72.6,18.1
25411,1.35,0.30,-2.78,2.0,26.8,10.4
25440,0.78,0.42,-1.29,-12.5,-40.1,-23.6
25471,0.27,-1.01,0.99,-22.5,-40.5,-54.2
25501,-0.01,-1.98,1.19,-21.4,4.0,-44.5
25501,-0.03,-2.95,-0.46,-9.5,16.0,-31.6
25561,-0.02,-2.90,-1.48,-4.3,-22.0,29.4
25563,-0.07,-1.93,-0.53,2.7,-41.7,45.3
25563,-0.12,-1.36,0.31,19.8,-51.0,58.3
25590,-0.10,-0.46,1.19,19.7,-17.6,49.0
25626,0.01,-0.35,0.63,15.0,17.1,36.6
25626,0.24,-0.38,-1.07,21.1,12.6,24.9
25651,0.20,-0.46,-0.62,16.8,-21.1,14.0
25651,0.12,-0.43,-0.17,10.8,-21.4,9.8
25680,-0.04,-0.45,0.34,13.3,-9.3,-0.4
25711,-0.07,-0.65,0.18,16.7,4.8,-6.7
25711,0.04,-0.83,-0.39,5.6,5.0,-10.6
25740,0.09,-0.97,-0.61,0.4,-9.5,-13.5
25771,0.01,-1.31,-0.03,2.9,-14.7,-9.7
25772,-0.02,-1.35,0.45,3.7,-3.2,-0.9
25801,-0.00,-1.22,0.37,14.3,11.6,3.8
25830,0.16,-1.13,-0.27,14.6,16.9,9.0
25861,0.27,-0.84,-0.30,8.3,7.6,11.5
25861,0.27,-0.72,-0.05,11.0,7.6,7.8
25890,0.19,-0.69,0.09,8.6,14.8,3.8
25920,0.19,-0.73,-0.20,7.0,20.2,0.6
25951,0.26,-0.75,-0.59,5.4,12.8,-1.5
25951,0.21,-0.74,-0.30,2.6,3.1,-3.7
25981,0.18,-0.76,-0.15,-0.4,3.2,-7.6
26011,0.14,-0.91,-0.12,-6.7,8.7,-10.4
26011,0.19,-1.07,-0.45,-0.5,8.7,-9.5
26041,0.21,-1.14,-0.48,7.4,2.5,-5.7
26041,0.20,-1.07,-0.36,-3.1,-2.0,-1.8
26071,0.20,-0.91,-0.21,-1.9,-2.4,-3.5
26101,0.24,-1.03,-0.13,3.1,-1.4,-4.4
26101,0.25,-1.15,-0.20,3.4,1.1,-3.2
26149,0.25,-1.08,-0.26,2.1,0.6,1.3
26160,0.30,-0.92,-0.23,1.7,-1.0,3.8
26161,0.33,-0.88,-0.26,5.7,-1.3,0.1
26190,0.31,-1.03,-0.28,1.7,-3.4,1.5
26220,0.29,-0.92,-0.20,-6.5,-5.0,2.9
26251,0.29,-0.82,-0.08,-2.6,-3.3,0.7
26251,0.30,-0.90,-0.10,1.8,-0.2,-1.6
26281,0.31,-1.00,-0.20,-2.0,-0.1,-1.2
26281,0.31,-1.04,-0.23,-8.4,-1.2,-0.3
26310,0.30,-0.97,-0.09,-51.0,-1.2,-0.3
26340,0.30,-1.02,-0.08,-73.1,1.0,-2.7
26371,0.21,-1.28,-0.29,-197.8,3.4,-13.4
26371,0.04,-2.01,-0.28,-257.8,-0.7,-16.7
26401,-0.33,-2.90,0.49,-390.0,-9.6,5.0
26401,-0.72,-2.70,1.25,-433.7,8.2,34.1
26430,-0.83,-2.03,1.35,-456.6,29.3,49.9
26461,-0.70,-1.51,1.16,-516.3,40.6,55.6
26461,-0.28,-0.36,0.84,-567.4,45.8,54.9
26490,0.10,0.31,0.52,-601.6,48.0,33.6
26520,0.45,-0.00,0.87,-555.6,33.8,6.3
26551,0.66,0.49,2.08,-335.1,29.4,-2.0
26579,0.63,0.94,3.19,-194.3,38.0,-13.8
26581,-0.09,-1.39,4.00,44.6,101.6,-19.0
26642,-0.29,-0.29,3.73,13.7,153.7,8.1
26642,-0.16,0.21,2.86,20.4,187.4,-13.5
26643,0.03,-1.57,2.60,-205.3,194.9,-11.8
26643,-0.40,-0.36,3.58,-322.3,208.8,-8.9
26672,-0.66,0.23,2.62,-397.2,258.2,-39.4
26700,-0.62,-0.31,1.46,-447.4,273.9,-84.5
26731,-0.73,-0.34,1.34,-616.3,254.0,-141.4
26759,-0.85,0.36,0.88,-650.8,246.8,-162.6
26760,-0.83,1.08,0.04,-531.2,183.6,-233.2
26792,-0.66,0.54,-0.22,-456.9,150.6,-251.5
26792,-0.63,0.17,0.33,-253.4,76.6,-261.7
26821,-0.70,0.15,0.64,-135.7,57.7,-260.4
26821,-0.74,-0.16,0.95,-83.1,53.5,-261.8
26850,-0.75,-0.92,1.25,-18.6,61.3,-257.4
26880,-0.78,-0.87,0.85,-26.3,81.6,-240.2
26938,-0.70,-0.99,0.19,-51.0,88.9,-233.3
26941,-0.56,-1.56,-0.09,-86.6,78.7,-226.6
26942,-0.44,-1.49,0.12,-136.0,55.2,-198.5
26942,-0.37,-1.29,0.20,-126.8,50.0,-190.8
26970,-0.45,-0.80,0.34,-67.9,43.4,-183.0
27000,-0.64,-0.85,0.43,-13.2,46.4,-181.7
27001,-0.55,-1.33,0.24,-10.9,49.3,-171.4
27030,-0.43,-1.49,0.03,-22.3,47.9,-154.1
27060,-0.43,-1.69,-0.13,-52.7,40.8,-134.6
27091,-0.29,-1.58,0.04,-101.4,33.8,-114.1
27091,-0.33,-1.09,0.24,-125.4,35.3,-102.3
27151,-0.34,-1.06,0.13,-117.7,37.9,-96.1
27151,-0.27,-1.27,-0.06,-69.4,33.1,-84.5
27152,-0.14,-1.30,-0.06,-16.7,28.8,-65.2
27195,-0.13,-1.21,-0.06,9.9,27.8,-52.6
27195,-0.08,-1.22,-0.08,-5.6,27.0,-45.8
27210,0.02,-1.26,-0.01,-42.4,26.4,-38.9
27241,0.09,-1.12,0.13,-25.5,28.6,-33.3
27241,0.16,-1.28,0.03,22.7,31.9,-25.9
27271,0.23,-1.38,-0.09,25.6,29.3,-17.3
27301,0.28,-1.28,-0.02,7.5,29.9,-14.7
27301,0.33,-1.38,-0.21,1.8,31.6,-12.8
27330,0.41,-1.49,-0.43,-3.7,21.9,-6.0
27389,0.43,-1.37,-0.28,-11.6,11.2,-0.3
27391,0.46,-1.15,0.04,-5.3,11.5,-1.2
27391,0.45,-1.21,-0.11,19.8,13.0,-1.6
27420,0.45,-1.42,-0.42,19.7,3.5,3.9
27451,0.43,-1.37,-0.15,-6.5,-6.6,8.1
27451,0.36,-1.09,0.10,11.0,-2.9,10.7
27481,0.30,-1.31,-0.19,67.2,-5.9,9.5
27511,0.26,-1.60,-0.14,44.5,-9.4,10.4
27511,-0.06,-1.77,-0.01,-29.2,-5.7,17.9
27540,-0.20,-1.50,-0.34,6.9,-4.3,25.5
27571,-0.59,-1.15,-0.93,149.7,-23.1,21.7
27571,-0.70,-1.16,-1.28,223.4,-38.1,8.1
27600,-0.79,-2.04,-1.85,310.7,-76.1,-13.1
27630,-0.85,-3.40,-2.36,314.5,-107.0,10.7
27631,-0.96,-3.51,-2.72,302.7,-143.1,30.6
27661,-1.87,-1.81,-0.82,403.2,-235.2,69.2
27691,-2.64,-1.32,0.69,469.2,-233.2,51.2
27691,-2.51,-2.13,-0.87,561.1,-202.0,-13.7
27720,-2.42,-2.20,-2.25,653.7,-224.1,-27.1
27750,-3.32,-1.40,-4.00,1043.6,-294.6,-73.9
27750,-4.00,-2.13,-3.90,1480.3,-292.7,-164.1
27780,-4.00,-1.74,-3.85,843.3,-150.2,-262.3
27811,-3.99,3.85,-4.00,293.6,-190.3,-358.6
27811,-4.00,4.00,-3.71,265.6,-235.7,-446.0
27840,-4.00,3.62,-1.77,354.4,-268.4,-582.4
27870,-4.00,0.64,1.13,364.0,-224.2,-702.3
27872,-4.00,-4.00,1.32,76.0,-117.0,-799.9
27930,-4.00,-4.00,-0.01,-224.3,-116.6,-710.9
27930,-4.00,-3.92,0.81,-114.8,-237.9,-515.6
27961,-3.97,-3.95,2.98,9.9,-254.7,-371.7
27961,-1.81,-4.00,4.00,-47.8,-135.7,-228.9
