timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
9271,1.23,1.11,-0.02,-329.1,74.9,-38.9
9300,0.96,-0.30,-0.54,-200.5,32.9,-58.8
9330,0.85,0.12,0.21,-299.0,8.9,-45.2
9361,0.90,2.18,2.15,-556.4,8.9,-87.1
9389,1.09,1.57,1.78,-518.9,23.0,-115.5
9390,0.92,0.09,2.02,-210.9,29.3,-108.8
9420,1.02,0.55,1.25,-135.6,38.9,-85.1
9421,1.12,1.57,0.65,-166.2,39.6,-90.6
9450,1.09,1.40,0.73,-252.9,15.7,-138.1
9450,0.96,0.63,1.63,-238.8,13.7,-141.2
9480,0.91,0.71,1.74,-194.3,34.2,-133.5
9511,0.79,1.04,0.98,-184.4,49.8,-141.1
9541,0.71,0.84,0.04,-242.0,30.5,-155.7
9541,0.44,0.64,0.55,-292.2,5.4,-157.3
9571,0.31,0.75,0.79,-245.7,0.4,-154.0
9571,0.15,0.86,0.67,-167.0,4.9,-157.2
9600,0.08,0.29,0.01,-114.3,0.1,-164.2
9661,0.08,-0.02,-0.00,-95.8,-18.7,-154.7
9661,0.01,0.21,0.22,-82.5,-23.1,-150.5
9662,-0.07,0.21,0.17,-9.6,-26.2,-147.6
9690,-0.06,0.17,0.01,16.1,-28.1,-149.5
9692,-0.11,-0.11,0.04,12.6,-33.1,-151.4
9720,-0.22,-0.32,0.18,0.1,-33.0,-149.5
9751,-0.20,-0.18,0.04,-8.2,-31.6,-143.6
9811,-0.19,-0.18,0.03,9.8,-35.4,-141.6
9813,-0.18,-0.13,0.22,6.7,-35.5,-142.0
9813,-0.14,-0.41,0.14,1.3,-31.7,-146.4
9840,-0.16,-0.63,0.06,12.7,-31.7,-142.0
9870,-0.11,-0.62,0.19,65.6,-30.5,-129.8
9870,0.05,-0.90,0.28,57.1,-22.9,-122.7
9900,0.23,-0.95,0.30,5.9,-15.9,-113.9
9931,0.33,-0.82,0.27,-9.3,-11.6,-109.8
9963,0.30,-1.02,0.19,29.5,-9.9,-103.8
9963,0.34,-1.35,0.24,42.8,-8.7,-90.0
9988,0.49,-1.31,0.29,16.7,-4.2,-77.5
9989,0.58,-1.16,0.27,-10.4,-4.4,-72.3
10021,0.49,-1.27,0.33,-5.6,-3.8,-64.5
10021,0.46,-1.28,0.29,8.7,-4.3,-53.0
10050,0.48,-1.04,0.31,12.5,-5.4,-47.1
10081,0.42,-0.92,0.26,20.7,-6.2,-47.9
10109,0.34,-1.10,0.27,18.8,-8.6,-45.0
10111,0.28,-0.95,0.48,-2.6,-7.0,-40.6
10141,0.27,-0.90,0.42,-11.4,-0.2,-41.3
10141,0.28,-0.97,0.06,4.8,-1.5,-40.7
10170,0.33,-1.22,0.09,2.9,-9.9,-35.0
10201,0.34,-1.22,0.47,-9.0,-10.1,-30.8
10201,0.35,-0.97,0.37,-16.6,-1.8,-23.5
10230,0.37,-0.86,0.06,2.6,1.3,-20.8
10260,0.40,-0.99,0.08,1.9,-4.6,-21.9
10291,0.45,-1.08,0.28,-17.6,-8.3,-20.3
10291,0.50,-1.06,0.27,-16.2,-5.2,-12.8
10320,0.54,-0.88,0.25,-12.7,-6.8,-13.5
10351,0.56,-0.97,0.30,-15.7,-4.9,-18.4
10351,0.62,-1.18,0.03,-9.0,-4.4,-19.5
10381,0.59,-1.57,-0.11,12.1,-18.4,-10.3
10382,0.60,-1.21,0.43,-4.7,-22.7,-4.9
10411,0.66,-0.93,0.67,5.5,-17.4,-5.5
10440,0.58,-1.42,0.22,45.7,-7.4,-10.0
10486,0.49,-1.61,0.23,30.5,-13.4,-0.5
10498,0.48,-1.26,0.70,-45.7,-10.9,9.1
10500,0.46,-1.10,0.54,10.4,-0.4,13.3
10531,0.34,-1.16,0.15,77.5,-6.8,22.5
10531,0.24,-0.70,0.52,29.1,-9.0,21.8
10560,0.23,-0.67,0.48,-0.9,-1.6,7.2
10591,0.06,-1.13,0.10,86.6,-0.5,6.4
10621,-0.10,-1.12,-0.60,206.2,-22.0,26.4
10673,-0.07,-0.70,-0.38,138.9,-41.4,13.3
10673,-0.24,-0.85,0.35,155.3,-47.0,-0.1
10680,-0.51,-1.52,0.39,287.0,-34.3,15.0
10681,-0.63,-1.05,-0.59,354.2,-43.6,23.5
10710,-0.62,-1.07,-0.79,298.5,-69.0,-6.9
10740,-0.78,-2.54,-0.96,282.7,-89.0,-10.3
10741,-1.19,-2.79,-1.39,493.6,-127.5,28.1
10770,-2.20,-1.16,-1.78,851.5,-182.5,32.3
10800,-1.89,0.58,-2.94,1289.7,-192.3,-39.2
10830,-1.97,0.01,-3.95,1629.4,-172.4,-150.7
10832,-3.85,0.29,-4.00,1189.2,-134.3,-233.9
10860,-4.00,2.48,-3.77,520.8,-139.2,-316.8
10860,-4.00,4.00,-3.15,533.0,-129.3,-439.4
10919,-3.98,2.90,-3.11,698.4,-85.8,-543.5
10921,-4.00,0.25,-1.85,191.0,-28.2,-592.9
10921,-4.00,2.72,-3.17,-269.2,-93.7,-652.2
10950,-4.00,2.36,-1.88,-194.9,-266.6,-787.1
10981,-4.00,-3.61,3.84,19.1,-236.5,-805.1
10981,-4.00,-4.00,3.82,-72.0,-110.8,-589.9
11010,-3.47,-3.92,3.98,-265.0,-116.6,-351.6
11041,-2.34,-3.98,3.94,-85.3,-59.1,-249.6
11041,-0.14,-4.00,1.99,61.8,-13.1,-76.8
11070,0.42,-4.00,0.42,61.8,-49.7,107.0
11100,0.41,-3.01,2.58,-4.5,-30.0,156.7
11102,1.10,-0.47,2.65,41.0,59.1,83.0
11131,1.56,-0.91,-0.68,86.3,69.8,57.1
11191,1.37,-0.75,-2.06,85.0,8.5,73.5
11191,1.05,0.54,-0.55,37.8,-15.4,61.5
11193,0.93,1.24,0.64,-32.0,-2.3,19.1
11220,0.70,1.11,0.64,-8.7,17.4,-24.9
11281,0.41,-0.13,0.23,56.6,30.3,-47.5
11283,0.25,-2.11,-1.12,24.6,33.9,-37.4
11283,0.26,-1.62,-1.19,-31.1,4.8,-6.0
11310,0.13,-0.94,0.21,-5.6,-23.1,7.0
11341,-0.02,-1.38,0.94,55.9,10.4,-1.5
11341,-0.01,-2.06,-0.20,19.0,29.5,14.9
11371,0.24,-1.72,-1.59,-6.6,3.5,38.9
11400,0.34,-0.78,-1.16,2.4,-32.0,46.6
11401,0.14,-0.16,0.39,17.9,-30.2,31.6
11429,0.11,-0.41,0.16,15.9,-10.0,15.7
11461,0.24,-0.51,-0.42,3.4,-0.2,9.6
11461,0.35,-0.47,-0.83,-6.1,-14.4,0.4
11490,0.26,-0.74,-0.52,0.1,-30.1,-5.1
11534,0.05,-0.91,0.40,-3.5,-27.5,-6.2
11534,-0.04,-1.12,0.87,-4.5,-16.8,-7.3
11551,0.10,-1.44,0.31,-5.2,8.5,-5.1
11610,0.15,-1.45,-0.04,4.8,13.9,5.3
11611,0.14,-1.35,-0.25,15.7,5.9,15.8
11639,0.11,-0.90,0.09,4.9,5.8,20.0
11640,0.12,-0.36,0.31,6.4,17.0,9.9
11641,0.15,-0.38,-0.03,22.9,28.2,-4.9
11670,0.25,-0.89,-0.55,14.0,23.8,-7.8
11671,0.31,-0.92,-0.56,-11.4,13.9,-3.4
11701,0.32,-0.55,-0.36,-5.5,11.5,-8.9
11731,0.32,-0.78,-0.33,8.7,11.8,-16.2
11762,0.27,-1.07,-0.35,-3.7,9.3,-15.0
11762,0.20,-1.10,-0.25,-9.5,8.9,-12.5
11791,0.22,-1.20,-0.33,-8.2,9.6,-10.6
11791,0.29,-1.30,-0.44,-8.0,7.6,-7.9
11821,0.30,-1.23,-0.26,-8.3,1.5,-1.4
11850,0.25,-1.16,-0.09,-14.0,1.5,2.2
11881,0.22,-1.14,-0.17,-12.2,5.5,5.7
11881,0.30,-1.20,-0.30,-16.4,5.9,7.4
11911,0.39,-1.21,-0.46,-80.4,3.3,10.9
11941,0.38,-1.34,-0.53,-115.1,0.9,11.5
11942,0.31,-1.46,-0.52,-208.6,-3.5,14.3
11971,0.29,-1.52,-0.49,-309.0,-8.7,18.4
11999,0.18,-1.67,-0.14,-382.9,-16.6,25.9
12000,0.18,-1.72,0.16,-489.7,-17.5,35.8
12030,0.19,-1.57,0.46,-636.0,-10.1,44.4
12061,0.09,-0.16,0.69,-680.8,-16.7,42.4
12061,-0.13,0.53,1.80,-607.0,-14.5,35.4
12090,-0.18,-0.06,1.67,-381.6,23.3,15.6
12120,-0.16,-0.14,0.64,-301.1,20.1,20.7
12121,-0.17,0.60,0.95,-167.9,-1.3,13.9
12150,-0.06,0.57,2.54,-27.3,17.0,-2.7
12181,0.03,-0.11,3.08,-20.7,67.3,-11.4
12181,0.08,-0.39,2.10,-83.0,107.1,-10.4
12210,0.41,-0.07,0.48,-87.9,103.3,-9.5
12241,0.70,0.14,0.18,-32.5,66.5,-10.9
12241,0.68,-0.03,1.37,-25.6,65.5,-10.4
12270,0.84,-0.14,1.22,-111.5,88.0,-14.6
12300,1.43,-0.05,-0.30,-279.6,81.8,-13.9
12330,1.54,0.53,-0.23,-408.7,46.1,-28.4
12330,1.10,0.90,1.41,-375.5,34.5,-55.0
12391,1.00,0.81,1.47,-243.8,52.3,-67.0
12391,1.05,0.80,0.99,-102.2,56.8,-71.6
12392,1.03,0.75,1.02,-56.5,46.3,-72.2
12421,0.89,1.56,1.92,-75.3,42.7,-75.6
12421,0.56,1.58,2.96,-50.4,72.3,-114.9
12450,0.55,0.81,2.98,26.2,115.9,-120.1
12481,0.31,0.54,2.38,47.3,149.4,-118.2
12481,-0.08,0.54,1.73,-36.5,168.5,-126.9
12510,-0.56,0.31,1.38,-173.5,177.6,-145.6
12540,-0.67,0.36,1.16,-312.7,182.3,-166.9
12576,-0.56,0.66,0.27,-378.9,160.6,-197.4
12576,-0.55,0.43,0.30,-330.2,125.1,-224.7
12600,-0.45,-0.66,0.25,-238.1,99.3,-230.0
12600,-0.35,-0.93,0.41,-135.1,77.2,-210.0
12630,-0.32,-0.37,0.95,-56.2,82.2,-189.8
12660,-0.39,-0.02,0.49,-8.4,94.2,-196.5
12691,-0.36,-0.70,0.00,-1.1,92.2,-192.7
12691,-0.16,-1.04,-0.14,-14.6,83.9,-176.4
12721,-0.06,-1.17,0.07,-77.1,78.9,-161.9
12749,-0.23,-0.71,0.26,-120.7,74.6,-157.0
12750,-0.33,-0.71,0.18,-99.4,73.7,-155.4
12780,-0.22,-0.87,-0.08,-80.3,66.2,-146.8
12811,-0.29,-0.77,0.00,-71.2,57.7,-140.4
12811,-0.33,-1.01,-0.08,-61.3,52.7,-131.1
12840,-0.32,-0.78,-0.07,-25.3,45.8,-116.1
12870,-0.28,-0.66,0.00,12.4,43.9,-114.0
12871,-0.17,-1.40,-0.07,-40.3,42.0,-96.7
12900,-0.22,-1.18,-0.09,-75.0,37.5,-83.6
12930,-0.29,-1.05,0.06,-74.6,36.0,-81.6
12961,-0.13,-1.47,0.16,-55.7,36.1,-72.4
12961,-0.05,-1.75,0.22,-61.5,37.7,-64.5
12991,-0.03,-1.43,-0.01,-72.3,41.3,-42.0
12991,-0.06,-1.19,-0.18,-60.2,38.0,-39.7
13020,-0.07,-1.25,-0.12,-44.4,31.4,-37.9
13101,-0.01,-1.27,0.04,-42.7,31.0,-35.2
13101,0.20,-1.16,-0.04,-23.6,29.5,-34.9
13101,0.29,-1.37,-0.06,-4.4,25.2,-36.9
13110,0.34,-1.66,0.01,8.5,23.4,-30.4
13110,0.43,-1.77,-0.10,1.2,23.1,-22.5
13140,0.53,-1.84,-0.37,-16.7,15.5,-15.5
13170,0.46,-1.78,-0.24,-18.8,3.8,-3.4
13171,0.46,-1.61,-0.13,-25.1,-1.3,5.0
13200,0.51,-1.16,-0.18,-12.6,-4.9,4.1
13231,0.43,-1.39,-0.09,48.7,-14.3,6.3
13231,0.43,-1.42,0.13,38.5,-14.4,10.0
13260,0.48,-1.14,0.14,-23.8,-10.7,12.4
13292,0.46,-1.18,-0.04,-4.3,-11.0,14.8
13351,0.30,-1.15,0.03,54.5,-18.9,25.5
13353,0.29,-1.04,0.23,43.3,-20.7,28.7
13353,0.20,-0.91,0.24,-25.1,-8.8,18.9
13381,0.05,-1.07,-0.15,27.9,-6.0,15.9
13381,-0.30,-1.01,-0.85,169.0,-26.6,25.8
13441,-0.51,-0.31,-0.57,228.5,-44.5,13.8
13441,-0.70,-0.25,-0.48,232.2,-44.0,-25.9
13442,-1.02,-1.38,-1.41,277.7,-55.7,-42.2
13470,-1.32,-2.36,-2.22,367.4,-89.9,-25.8
13500,-1.54,-2.68,-2.41,389.4,-139.7,-3.8
13530,-1.83,-3.03,-1.25,255.4,-167.5,6.2
13531,-2.15,-2.82,-2.04,235.7,-187.5,24.5
13561,-2.39,-2.47,-3.41,384.7,-262.5,31.2
13561,-3.30,-2.22,-3.66,594.0,-354.1,1.2
13591,-4.00,-2.01,-2.65,852.4,-425.3,-63.7
13623,-4.00,-1.59,-1.50,1157.8,-398.1,-161.9
13623,-3.98,-0.50,-3.23,1283.6,-350.0,-229.5
13652,-4.00,-0.65,-4.00,1049.9,-194.1,-423.5
13681,-4.00,0.68,-4.00,679.4,-160.2,-459.8
13710,-4.00,4.00,-3.80,-128.4,-338.0,-619.9
13710,-4.00,2.80,0.74,206.7,-402.4,-821.0
13740,-4.00,-3.90,4.00,235.9,-207.0,-859.9
13742,-4.00,-4.00,2.56,-67.2,-41.0,-471.4
13771,-3.10,-3.89,0.83,-163.5,-102.3,-136.8
13801,-0.50,-3.98,1.73,-93.7,-115.5,-53.8
13801,0.45,-4.00,2.25,-72.9,-100.2,-42.6
13831,0.15,-4.00,3.59,134.9,-54.6,62.5
13861,0.52,-3.38,3.53,-14.0,69.0,99.5
13892,1.60,-0.90,-0.95,-86.9,96.9,75.1
13920,2.13,-0.33,-3.39,52.2,-14.2,58.5
13920,1.07,-0.17,-0.04,71.5,-52.1,57.7
13921,0.41,1.09,1.89,34.0,-23.7,49.3
13950,0.37,1.17,0.88,-21.4,30.1,0.1
13981,0.38,-0.49,-0.65,-21.1,48.6,-49.7
13981,0.54,-1.76,-2.13,-22.3,36.0,-46.5
14009,0.46,-2.36,-1.47,-9.0,-45.2,-0.3
14041,0.10,-1.55,0.96,-16.5,-54.4,16.0
14070,0.09,-0.54,1.96,6.3,8.2,21.4
14071,0.25,-0.37,0.55,21.9,32.4,14.8
14101,0.43,-0.97,-1.40,24.7,33.3,3.5
14101,0.64,-1.27,-2.07,-2.4,-18.6,20.9
14147,0.50,-0.50,-0.44,17.2,-46.4,32.4
14161,0.38,0.31,0.97,16.5,-17.0,17.0
14161,0.44,0.29,0.30,23.0,11.1,-12.6
14191,0.55,-0.77,-0.98,16.5,5.7,-19.8
14251,0.61,-1.33,-1.15,-2.8,-23.7,-6.6
14252,0.30,-1.19,-0.20,19.3,-45.5,8.7
14253,0.11,-0.80,0.33,1.3,-34.7,4.8
14281,0.17,-0.79,0.35,-4.9,-18.6,-10.9
14311,0.39,-1.51,-0.28,-11.0,-10.7,-11.0
14341,0.41,-1.78,-0.64,-11.2,-23.7,5.4
14341,0.20,-1.33,-0.03,-5.6,-30.0,17.0
14370,0.17,-0.76,0.59,6.9,-12.3,11.1
14400,0.17,-0.91,0.15,12.9,7.9,0.5
14401,0.14,-1.08,-0.13,12.0,14.5,-2.3
14430,0.18,-1.22,-0.32,13.4,8.1,5.0
14491,0.22,-0.90,-0.01,9.5,9.0,12.5
14491,0.22,-0.55,-0.07,8.6,13.4,9.7
14492,0.21,-0.56,-0.18,23.9,18.0,0.7
14521,0.21,-0.88,-0.34,26.1,18.7,-3.1
14521,0.29,-1.12,-0.58,7.4,16.7,0.9
14550,0.36,-1.07,-0.87,-2.5,5.1,7.2
14580,0.35,-0.62,-0.42,-3.1,-8.5,9.1
14611,0.31,-0.51,-0.17,-3.4,-8.7,1.8
14611,0.31,-0.80,-0.33,-5.6,-0.3,-7.0
14641,0.32,-0.95,-0.51,-12.6,-2.0,-7.1
14669,0.30,-1.07,-0.57,-28.6,-12.1,-2.1
14670,0.26,-0.90,-0.04,-49.0,-16.1,0.4
14700,0.25,-0.83,0.04,-75.1,-9.8,-1.5
14701,0.18,-0.86,-0.12,-111.0,-4.9,-7.6
14730,0.08,-1.34,-0.31,-183.9,-8.4,-8.2
14761,0.03,-1.67,-0.25,-329.8,-10.7,-1.1
14789,-0.14,-1.61,-0.28,-517.9,-15.9,-0.2
14791,-0.46,-1.85,0.02,-685.3,-25.5,5.1
14821,-0.69,-1.67,0.63,-770.8,-19.0,31.7
14821,-0.64,-0.37,0.09,-804.6,-4.9,51.0
14850,-0.51,1.26,-1.24,-701.2,-47.1,30.5
14880,-0.45,0.37,-0.10,-574.0,-83.1,26.8
14880,-0.31,0.26,1.37,-543.3,-58.4,46.2
14910,0.06,1.05,0.87,-476.2,-22.4,42.0
14970,0.46,1.40,-0.51,-295.2,-29.0,25.6
15000,1.07,1.65,-0.79,14.0,-75.1,9.3
15000,1.28,1.76,1.84,313.7,-116.1,-31.5
15002,0.69,-1.10,4.00,339.5,-82.2,-48.6
15002,0.53,-1.20,3.65,-222.8,50.2,1.8
15030,1.14,2.52,2.67,-473.1,58.0,-40.2
15061,1.03,1.60,2.69,-394.7,58.8,-81.6
15061,0.86,1.40,3.40,-275.1,77.8,-76.7
15090,0.66,2.08,2.77,-244.6,117.7,-91.2
15121,0.69,2.50,1.60,-255.1,117.8,-108.5
15121,0.58,2.12,0.47,-222.2,78.1,-148.6
15150,0.51,1.56,0.87,-157.1,52.5,-164.2
15186,0.39,1.12,1.32,-154.1,58.1,-164.2
15186,0.16,1.49,1.26,-183.7,63.5,-171.3
15210,0.01,1.31,1.12,-184.0,70.2,-196.2
15241,-0.08,0.68,0.92,-182.6,71.5,-198.4
15241,-0.09,0.59,0.69,-190.4,68.0,-194.1
15270,-0.11,0.74,0.44,-175.4,56.9,-200.1
15300,-0.05,0.22,0.32,-150.9,44.4,-199.6
15300,0.03,0.05,0.20,-141.8,38.5,-193.2
15330,0.02,0.32,0.33,-106.4,20.6,-182.2
15360,-0.07,0.24,0.52,-95.3,18.9,-182.7
15391,-0.16,0.07,0.33,-105.6,20.1,-179.1
15391,-0.18,0.12,0.20,-119.7,16.8,-177.5
15420,-0.14,0.15,0.31,-116.6,7.1,-176.9
15421,-0.12,0.07,0.26,-93.8,5.8,-176.1
15451,-0.14,0.01,0.13,-37.0,2.6,-173.6
15481,-0.14,0.02,0.10,16.8,-0.1,-172.5
15481,-0.18,-0.09,0.10,57.5,1.4,-174.5
15541,-0.19,-0.43,0.00,66.3,5.7,-171.8
15541,-0.12,-0.65,-0.18,43.8,4.3,-164.1
15542,-0.09,-0.63,-0.07,22.8,-0.9,-156.5
15570,-0.11,-0.74,0.17,17.3,0.9,-150.1
15571,-0.07,-0.78,0.22,18.3,6.8,-139.9
15600,0.01,-0.63,0.06,27.6,9.6,-135.6
15630,0.02,-0.86,0.01,30.4,8.4,-134.9
15660,0.07,-1.11,0.27,20.7,10.1,-122.4
15660,0.19,-1.02,0.24,23.0,14.3,-116.6
15710,0.26,-1.08,-0.03,36.9,18.0,-106.8
15710,0.30,-1.30,-0.03,30.5,15.7,-103.5
15720,0.31,-1.43,0.11,5.6,13.5,-93.6
15750,0.31,-1.38,0.15,-6.1,14.6,-80.1
15750,0.28,-1.21,0.18,-1.3,16.5,-71.1
15780,0.23,-1.20,0.11,8.0,17.3,-65.3
15811,0.22,-1.22,0.02,17.7,14.9,-58.2
15811,0.23,-1.16,0.06,26.4,13.5,-51.8
15840,0.21,-1.06,0.09,30.6,15.3,-48.5
15871,0.18,-1.11,-0.00,29.9,16.4,-45.9
15871,0.17,-1.17,-0.14,18.6,14.8,-40.7
15900,0.17,-1.18,-0.19,-1.5,11.0,-34.9
15931,0.14,-1.11,-0.19,-17.9,8.1,-30.2
15931,0.15,-1.06,-0.19,-19.4,4.1,-25.6
15960,0.16,-1.05,-0.09,-3.9,2.2,-20.9
15991,0.19,-1.08,-0.05,5.8,3.1,-15.4
15991,0.24,-1.12,-0.07,-4.9,3.7,-9.7
16020,0.25,-1.04,-0.12,-22.6,4.0,-4.5
16050,0.32,-0.87,-0.19,-22.4,1.8,-3.7
16081,0.45,-0.96,-0.19,-14.5,-2.2,-5.8
16081,0.61,-1.15,0.00,-17.9,-4.5,-4.2
16110,0.72,-1.10,0.27,-16.3,4.2,-2.0
16141,0.71,-1.10,0.17,-12.5,7.8,-2.5
16141,0.74,-1.25,-0.28,-16.5,5.9,-2.0
16171,0.74,-1.25,-0.26,-28.8,-2.0,1.1
16171,0.73,-1.06,-0.08,-26.3,-5.1,2.6
16234,0.69,-0.97,0.03,-9.8,-4.0,-0.2
16234,0.64,-1.10,-0.01,-4.3,-2.8,-0.4
16234,0.62,-1.15,-0.07,-17.3,-3.0,2.7
16260,0.61,-1.05,-0.12,-24.2,-4.9,5.6
16290,0.56,-0.95,-0.11,-0.6,-8.5,7.6
16320,0.51,-1.03,0.05,18.2,-9.9,11.5
16349,0.49,-0.97,0.22,-5.4,-5.6,15.4
16350,0.48,-0.78,0.17,-33.7,0.2,15.0
16351,0.48,-0.67,-0.03,-22.2,-0.4,13.8
16380,0.45,-0.67,0.01,17.0,-5.3,14.8
16411,0.42,-0.63,0.26,21.7,-2.6,13.9
16411,0.46,-0.44,0.16,14.0,1.3,11.2
16441,0.51,-0.36,-0.28,33.0,2.9,1.7
16471,0.38,-0.74,-0.16,96.7,-8.7,-5.8
16501,0.26,-0.70,0.23,81.9,-5.3,-11.9
16501,0.24,-0.66,0.00,56.8,3.2,-20.1
16531,0.09,-1.00,-0.76,131.3,6.1,-30.3
16531,-0.13,-1.47,-1.27,187.4,-1.3,-26.9
16591,-0.29,-1.64,-1.37,210.0,-27.8,-10.9
16592,-0.27,-1.34,-1.52,145.1,-46.7,-14.8
16592,-0.71,-1.77,-1.16,247.6,-82.3,-10.0
16620,-1.35,-1.59,-1.05,409.5,-103.0,8.1
16650,-1.85,-1.38,-0.16,397.3,-109.9,-20.8
16681,-1.72,-1.67,-1.02,370.4,-92.3,-54.1
16681,-1.76,-1.92,-3.75,702.9,-149.7,-56.5
16710,-2.54,-0.53,-4.00,1327.6,-256.7,-89.8
16756,-3.51,-2.43,-3.58,1661.8,-222.8,-200.6
16756,-3.50,0.08,-3.51,797.4,-56.3,-241.8
16770,-3.99,4.00,-3.95,501.9,-62.3,-295.5
16800,-4.00,4.00,-2.79,654.6,-56.6,-566.2
16861,-3.99,2.15,-1.37,743.4,-11.0,-603.8
16862,-4.00,1.75,0.93,289.7,99.9,-635.3
16862,-4.00,2.52,-1.14,-265.9,85.5,-877.8
16890,-4.00,-4.00,-1.04,-134.6,-70.6,-512.5
16921,-3.49,-3.89,3.37,-303.2,-53.9,-251.7
16921,-1.61,-3.99,3.47,-252.7,-18.9,-210.5
16952,0.03,-4.00,-0.81,2.0,50.0,-175.8
16980,0.87,-4.00,-2.71,47.8,10.6,-21.3
17011,0.80,-3.29,1.05,-25.8,-70.8,139.0
17012,1.56,0.13,2.67,-24.4,-17.3,143.0
17042,1.86,0.26,0.03,54.0,67.4,32.8
17042,1.61,-0.49,-1.15,59.7,51.4,29.5
17071,1.27,-0.86,-1.54,26.5,13.2,45.6
17100,1.28,0.44,-0.54,-28.1,-1.2,37.5
17101,0.94,0.77,0.12,-42.5,0.2,-9.4
17130,0.47,-0.40,0.52,-11.4,15.1,-24.1
17161,0.39,-1.15,0.33,27.6,32.5,-16.3
17161,0.53,-1.52,-0.57,8.6,35.2,-2.7
17191,0.52,-1.50,-1.32,-17.5,8.7,8.9
17220,0.31,-1.07,0.50,14.4,-16.8,21.2
17251,0.26,-1.02,1.07,34.1,9.8,26.7
17251,0.30,-0.56,-0.40,22.8,46.3,28.8
17280,0.41,-0.46,-1.16,30.7,39.0,27.5
17280,0.58,-0.22,-1.59,33.8,7.0,24.0
17310,0.49,0.10,-0.87,27.8,-8.9,13.7
17340,0.37,0.20,-0.52,2.1,-6.5,-8.5
17401,0.29,-0.40,-0.63,-8.1,-7.6,-27.1
17401,0.25,-1.34,-0.71,-6.2,-14.0,-21.6
17402,0.22,-1.45,-0.58,-19.1,-19.2,-6.2
17430,0.17,-1.12,-0.14,-2.3,-20.4,0.8
17461,0.16,-1.12,-0.01,1.8,-12.8,1.3
17461,0.17,-1.22,-0.19,1.8,-4.2,1.8
17490,0.18,-1.45,-0.35,0.9,-5.7,10.7
17521,0.19,-1.42,-0.25,-2.1,-5.7,17.5
17521,0.19,-0.68,0.03,0.4,1.4,24.7
17550,0.22,-0.50,-0.13,16.4,12.1,19.8
17581,0.31,-0.40,-0.59,15.9,10.5,11.1
17581,0.26,-0.42,-0.38,4.6,4.8,4.2
17641,0.22,-0.52,-0.36,-4.3,10.6,-7.0
17641,0.18,-0.82,-0.62,-3.2,9.1,-8.8
17642,0.14,-0.99,-0.66,-24.6,3.3,-5.4
17671,0.12,-0.93,-0.59,-59.8,1.9,-3.7
17759,0.11,-0.81,-0.72,-103.5,-0.9,-6.8
17762,-0.01,-0.86,-0.76,-151.2,-9.6,-14.0
17798,-0.07,-1.18,-0.52,-185.7,-12.9,-16.5
17798,-0.12,-1.44,-0.47,-284.1,-15.5,-21.2
17798,-0.42,-2.58,-0.04,-530.0,-37.3,-10.4
17798,-0.65,-1.74,0.49,-647.0,-40.8,26.1
17820,-0.87,0.93,0.69,-595.5,-41.1,7.4
17850,-0.63,0.16,0.70,-509.4,-45.4,-28.5
17881,-0.44,-1.59,0.83,-537.8,-42.7,4.1
17881,-0.18,-0.46,0.91,-578.9,-27.6,40.9
17941,0.30,1.19,0.18,-517.0,-15.4,28.0
17942,1.10,1.70,-0.72,-325.1,-45.5,-11.6
17943,1.54,-0.23,1.08,-127.9,-71.2,-38.3
17970,1.59,-1.35,3.08,-99.1,-47.5,-3.6
17971,0.78,0.18,3.66,-175.2,42.8,6.3
18000,0.45,1.24,1.43,-287.6,50.5,-6.6
18030,1.12,2.40,1.97,-297.8,26.5,-21.5
18060,1.08,1.04,4.00,-84.4,48.0,-58.1
18060,0.51,1.10,4.00,-81.1,85.7,-52.7
18090,0.11,1.91,3.03,-257.7,173.0,-98.3
18090,0.16,1.59,0.88,-329.2,172.3,-124.7
18120,0.12,1.34,0.94,-379.2,125.8,-157.3
18151,-0.07,1.99,1.56,-292.5,99.7,-169.8
18151,-0.12,1.95,1.54,-168.7,101.0,-199.6
18180,-0.13,0.64,1.10,-110.4,103.0,-214.1
18210,0.16,-0.20,0.47,-100.5,94.7,-201.0
18318,0.23,-0.28,0.40,-113.3,81.3,-188.5
18318,0.19,-0.15,0.64,-156.8,69.0,-181.6
18318,0.04,0.02,1.00,-153.7,69.1,-184.6
18318,0.04,-0.31,0.82,-132.1,72.6,-180.7
18330,0.12,-0.21,0.27,-141.7,53.0,-164.2
18331,0.03,-0.07,0.41,-137.1,43.6,-164.4
18360,-0.00,-0.06,0.45,-130.9,41.1,-164.8
18390,0.03,-0.18,0.41,-114.9,36.9,-164.5
18421,0.08,-0.22,0.33,-99.5,31.1,-159.1
18421,0.02,-0.09,0.26,-82.6,26.2,-158.8
18451,-0.10,-0.20,0.15,-53.0,18.1,-156.6
18451,-0.16,-0.24,0.39,-3.4,15.4,-152.3
18480,-0.12,-0.44,0.43,35.1,23.8,-146.9
18511,-0.14,-0.60,0.12,24.7,27.0,-139.0
18511,-0.18,-0.62,-0.04,-16.7,23.1,-133.4
18540,-0.14,-0.69,0.03,-41.7,16.7,-126.1
18570,-0.11,-0.59,0.32,-31.1,17.0,-119.4
18601,-0.06,-0.70,0.43,-8.4,22.9,-115.2
18601,-0.09,-0.88,0.33,7.1,30.1,-110.9
18630,-0.06,-1.25,-0.00,21.2,31.4,-105.2
